order_id,review_score,delay_days,delivery_status
e3447938231fb6ba2fee0231b51eca59,5.0,-1.120474537037037,On Time or Early
e346cd9299371b18c0b28e8e29a5e376,5.0,-13.43576388888889,On Time or Early
a5474c0071dd5d1074e12d417078bbd0,5.0,1.8116550925925925,Late
bb7c5cf4dff9994daeab7c8ee9d287aa,4.0,-16.38309027777778,On Time or Early
66d03fb3c4b0f80b5db04ef9c260336d,4.0,-18.14951388888889,On Time or Early
a6cd683d4bd3b9b1f0aa37b27f8116d3,4.0,-27.270613425925927,On Time or Early
bfe42c22ecbf90bc9f35cf591270b6a7,5.0,-16.15509259259259,On Time or Early
e1da8361c76cab67aa3588a1fbf1af54,2.0,-12.15420138888889,On Time or Early
af5b0604e113e1526593d505a26ef39d,1.0,-15.282627314814814,On Time or Early
9d531c565e28c3e0d756192f84d8731f,1.0,32.90199074074074,Late
4da3bd761ca73d692ae0f5c252495546,5.0,-16.324386574074072,On Time or Early
80d817467dc3d0a4bb5ab8986c962b1f,5.0,-7.38005787037037,On Time or Early
c75acba615d2db29345327974641467d,5.0,-27.278680555555557,On Time or Early
210e60465099814a1d2c7635e4065153,4.0,-6.994143518518518,On Time or Early
8fc207e94fa91a7649c5a5dab690272a,3.0,32.57108796296296,Late
4b3a605942f29d490cb74bd6ace6b9f0,5.0,-16.2946875,On Time or Early
1c35ac660d7ef6691b25d20df3d6eccb,5.0,-10.571817129629629,On Time or Early
01a75ac3dd000b7628a684be97c29234,1.0,-13.375659722222222,On Time or Early
0c6b011f8a4f87010c23995f5807d152,5.0,-15.427997685185185,On Time or Early
ee0c5c649e17808bc4a363d3a80ebf85,4.0,-0.3575925925925926,On Time or Early
f2fa3795760c35b8c05fa8e2f09d5143,3.0,-26.99545138888889,On Time or Early
3923e3ade70348985bd2ca389905cf19,4.0,-9.217685185185186,On Time or Early
e37797aedc7cd4ef82278fbc169eecaf,5.0,-8.211122685185185,On Time or Early
35660aec0cc42b6257e24281ee0e6255,1.0,-14.535474537037038,On Time or Early
b01875821b8dcb6abc61776f0f971bce,4.0,-13.116898148148149,On Time or Early
5164933efe0cd14f31424b9badf81f19,1.0,-16.29857638888889,On Time or Early
06a6627d9cc91a04e9d146bf65fee0a2,4.0,-13.166944444444445,On Time or Early
5447160f15621601fa9ba2b94f4906b3,5.0,-15.143310185185186,On Time or Early
01855f880aae9a984c7c33b26fcf2e02,5.0,-6.334884259259259,On Time or Early
65312c6e4ce03c0fb633a4ac541949d8,5.0,-10.118784722222221,On Time or Early
741fd1b80f015f170a7f458cf86769b8,1.0,-23.32148148148148,On Time or Early
b16cec67cb3f5a4bb31abe8988b43d19,5.0,-21.160613425925927,On Time or Early
e6190dea235662449d160357e46eaec8,5.0,-21.37710648148148,On Time or Early
8eeda294fab8a5ed70259afb59a10ff8,5.0,-21.202997685185185,On Time or Early
89165e6d4c28047da0adf13ac8b3e1b3,5.0,-3.2315162037037037,On Time or Early
f376081d7c5f1767fbc7fae2d19ca32e,5.0,-16.57818287037037,On Time or Early
4b87488fb6269f8321508923b95da4d6,5.0,-19.12584490740741,On Time or Early
e9ce52cd563d0124dced659e69eab10a,5.0,-10.289039351851851,On Time or Early
9344ccd01ff5fa7ec2aef0ee7e1c49c3,5.0,-10.205555555555556,On Time or Early
f4471dae8c482f51aa1826cd9f5d4433,1.0,-7.1133449074074075,On Time or Early
aeb4c9d05ab11d7c6c9ca24f8c43bd70,2.0,-19.175208333333334,On Time or Early
33a3edb84b9df4cb49546859b990ac6d,1.0,6.002696759259259,Late
9885fff91f7c807525f8320e5292a3db,5.0,-6.029988425925926,On Time or Early
e7a65190baa4e6fd192246157c0b81fb,5.0,-16.41386574074074,On Time or Early
62a12e4d2a742b2491d7c00d2d79bf52,5.0,-18.34599537037037,On Time or Early
90349f264a3d6a2525a34598d09dda6b,5.0,-5.223159722222222,On Time or Early
95cf9f239f724799131f7ca949209bd9,5.0,-12.370324074074073,On Time or Early
04a59fe46fc5aa341da5378c195ed53c,5.0,-7.206041666666667,On Time or Early
86b37610c0e86e94afe3d5ba4b73fa14,5.0,-14.1503125,On Time or Early
5c2d1d55c31db1cbe069dc9b6454b897,5.0,-8.186261574074074,On Time or Early
1d067305b599c1e0dceb3864056ea527,5.0,0.9115277777777778,Late
abc5ec9ecaec740b498a37f19c29a8c0,3.0,-23.49678240740741,On Time or Early
c3cb4c7c4b963ab08b07a5dca5baf05d,5.0,-15.46394675925926,On Time or Early
af66c46c49bdb3bf2f862efb1eb67d81,5.0,-10.237673611111111,On Time or Early
14e6e050a57912543937e93051cc7b2c,4.0,-28.456157407407407,On Time or Early
cefa8ee1540139ac77fa0c1b4ff1f04b,5.0,-18.50547453703704,On Time or Early
265f4e28ef8cf69f8445e2951bbe7343,4.0,-21.604907407407406,On Time or Early
34276839abbc2d596eb36540d36c624c,5.0,-19.320150462962964,On Time or Early
556bbf53c2c22fbb9ef31a414dd444a6,4.0,-17.086099537037036,On Time or Early
b2bd1f09c1b8a4a36940f6f6e49d5dec,5.0,-14.243414351851852,On Time or Early
e69e2290db6b2d3b7593a40112e1a82a,5.0,-28.260659722222222,On Time or Early
c8627adf430caff83161acbeb344d8f5,5.0,-6.19994212962963,On Time or Early
1370fae9b19ee5e01a2d609eb18b7c8a,4.0,-7.949861111111111,On Time or Early
a7cd6af6e0519313887b3c3a120f20ca,5.0,-3.879884259259259,On Time or Early
663830a477534735bbdec9de01113fa2,5.0,-20.002233796296295,On Time or Early
b2f3763408103bc7173bb36ed02dbeea,5.0,-27.03642361111111,On Time or Early
0dad6beca7ed0e352668498c29089900,5.0,-13.59400462962963,On Time or Early
93ec3e2c9a4beee38c28973d307093e1,1.0,-4.046770833333333,On Time or Early
5561adcb0fd46da4cad3048fa4e7fc00,5.0,-13.278680555555555,On Time or Early
6245ae0abd9de1ae647b5da78c0ea69b,3.0,-10.324722222222222,On Time or Early
ce9feeba53c652dd6569cca62e2bb287,2.0,-5.033206018518518,On Time or Early
565923f847aad52e7638eb189cce3b51,5.0,-22.234189814814815,On Time or Early
36ebb4199031e72a1fa964549b88c377,5.0,-15.017060185185185,On Time or Early
232b75e8b6faa6ca2063184414e634a7,5.0,-10.227291666666666,On Time or Early
ee990334acb0ff9333b01afa465f3006,4.0,-10.570416666666667,On Time or Early
780fe22baa36991bdbb1559f5b549596,5.0,-16.390787037037036,On Time or Early
58ac1947c1a9067b9f416cba6d844a3f,5.0,-3.1136921296296296,On Time or Early
ba4ddff2b9082f079de9a84d7a5605fd,5.0,-12.252268518518518,On Time or Early
75351e48296ef42211a0b80c427aae57,4.0,-6.432152777777778,On Time or Early
64a2b20e6611bf80d933549f4c45ad84,5.0,-9.344212962962963,On Time or Early
775130c792f4c6460c63162e994a1114,5.0,-23.21377314814815,On Time or Early
b0928556a10706af462ca2ab2c91903b,5.0,-8.238402777777777,On Time or Early
5487a8ac1699754d975f853ce8bb9321,3.0,-11.31800925925926,On Time or Early
00571ded73b3c061925584feab0db425,5.0,-12.616157407407407,On Time or Early
74ebfa44a323c96a7760bd693d690a3d,5.0,-21.423703703703705,On Time or Early
37104fd8b73d0691fda9491fe8906808,4.0,-20.27513888888889,On Time or Early
b6b3633f97c686d8e188ac6fa29ff20d,2.0,-10.277164351851852,On Time or Early
37e32b54f25d2472acbc642f7e539a36,5.0,-16.13920138888889,On Time or Early
43d88b0e949865904334dd5b3ca63f50,4.0,-12.323993055555556,On Time or Early
5e99f3c445038a0709b2aea8e34ed593,4.0,-9.547280092592592,On Time or Early
f61b61c2cbb4192ccaf9c2c76a4cc971,3.0,-3.4261458333333334,On Time or Early
6d7de866a140b19d09e825b2a4e944c7,2.0,-20.139641203703704,On Time or Early
3f849648ffbabb0562c7668f212e3e88,4.0,1.5824305555555556,Late
7c18eddfcd24680d80a502346221614e,3.0,-15.155208333333333,On Time or Early
6fa204b6cf6dcfe6c9adca7dc53aa32a,5.0,-15.489733796296296,On Time or Early
58d4c4747ee059eeeb865b349b41f53a,5.0,-5.001168981481482,On Time or Early
a840a7a89e3d9137358eb7b9408681fe,5.0,-11.649456018518519,On Time or Early
40001f4b6e1a35f0b99fc4f44078ab27,3.0,-27.108414351851852,On Time or Early
287c56aa824d8d1ea40246ad12013f62,5.0,-2.4169212962962963,On Time or Early
694630e7a7713c116a9b7f0ba3377382,5.0,-16.12584490740741,On Time or Early
f26f92a3da58e9c771820a7b4d9a6800,5.0,-6.370046296296296,On Time or Early
d1f54c6a2a7015c5687439d6d4e971ba,4.0,-31.49980324074074,On Time or Early
37d6c8f1b209eab8d1b6522a1a3e4d88,5.0,-13.247476851851852,On Time or Early
f9f76d0f8ab416a42a2a3dad0d710162,3.0,-17.127152777777777,On Time or Early
a03ad7057fae696dd18f8967826c209f,5.0,-11.413784722222223,On Time or Early
c93e4c73cba512f76817291e0de8bec4,5.0,-11.303043981481482,On Time or Early
412fccb2b44a99b36714bca3fef8ad7b,5.0,-6.189791666666666,On Time or Early
67b47f35ec923e39f1203f3cfa80f5e3,4.0,-32.2091087962963,On Time or Early
b616f638cd86d92c7cbd06cf7484ee34,4.0,-1.4119444444444444,On Time or Early
258f2e5dd769d9314b349f5650005dcc,5.0,-17.125555555555554,On Time or Early
f90202d14e468090464aeb4b1f0372ab,5.0,-2.0225578703703704,On Time or Early
615ae1b88a25a4ac47fbf55c9c847b6e,1.0,-9.014768518518519,On Time or Early
52f166ce5fa053bbb27d317e4fd231b7,5.0,-14.158472222222223,On Time or Early
22d17396ac4c177e0ea83929cd4f845d,5.0,-13.115821759259259,On Time or Early
9ceb8ab5165cefecdddb546cb5a6362b,4.0,-15.39667824074074,On Time or Early
95a74a28d622001aafb5dd088ea0d88c,5.0,-6.968865740740741,On Time or Early
d493148aa5f8d08914d29ec0524e1196,5.0,-11.246701388888889,On Time or Early
a0d5b8474423ddf55228373b81a46272,5.0,-15.112118055555555,On Time or Early
cbec453ddd874ca620b8afc6393e3218,4.0,-13.260023148148148,On Time or Early
61988b318aaf57d18336c629bc42cf1b,5.0,-5.16400462962963,On Time or Early
b88d7ae9bd78eac18e8b6ceb04695fb8,5.0,-11.220995370370371,On Time or Early
908e767e28908dc5ec61fe0ef8ef03f9,3.0,-10.07982638888889,On Time or Early
c82a457d646f77c8f151e12a3e517ed2,5.0,0.6264930555555556,Late
edc531c3153d23614049077e7e1e6405,5.0,-5.086990740740741,On Time or Early
e22b71f6e4a481445ec4527cb4c405f7,4.0,-8.3434375,On Time or Early
6efcd938092fe73904610b4bd39b2e7f,5.0,-16.296157407407406,On Time or Early
1e8c81805b92ff169971231458670460,1.0,-6.1409375,On Time or Early
1da00355018ed3e0fdd548cf3ddada99,5.0,-27.42568287037037,On Time or Early
21c71f62d2554e1ad6c8ba9dc7af2c62,5.0,-15.045497685185186,On Time or Early
93a21c10557cc1b1ecfe2c3a808c648a,5.0,-16.129837962962963,On Time or Early
38c4ae942b818085578157aabd4abf9e,4.0,-25.424189814814813,On Time or Early
f175d67589e059cbbda956f10f0702e6,5.0,-26.338564814814816,On Time or Early
c263211bd219538f7c031591e87ef0d7,5.0,-0.149375,On Time or Early
7835af1856de332f2f3c9204b740a3a2,3.0,-15.116574074074075,On Time or Early
507240e305d631056d7ced5d5ab0eb9a,4.0,-5.184386574074074,On Time or Early
17c2ee64306efa76f1389315a974eeba,4.0,-13.06056712962963,On Time or Early
5ec8f4e8fe5ee3fd5460b244d0804f9e,5.0,-19.010162037037038,On Time or Early
7156f3e0b94405abcbad1a8c94557338,4.0,-6.511122685185185,On Time or Early
def622b4b003c4749c889dd9a0b43eca,5.0,-12.222974537037038,On Time or Early
434d3eec8dd031c322077fb2452e53a0,5.0,-6.364467592592592,On Time or Early
3ef7c7b43ae449415675a6c34720b78e,4.0,-15.285590277777779,On Time or Early
7e3e92dc3eaf5389f32da97228f7dd0e,5.0,-13.151030092592592,On Time or Early
4d95703047b8a80cf5796b7478900ec7,5.0,-19.391064814814815,On Time or Early
955e2b622db1a1f4031ef035ce9a861f,5.0,-14.025405092592592,On Time or Early
cf8f7b73e35cb19ff895c2f45c1ded72,2.0,-7.118587962962963,On Time or Early
fd9b8ed51e5ffedf7a56bea36cc5b6f9,5.0,-7.24738425925926,On Time or Early
bb4f0c21ae6014e40ef007ff6fbcbeb9,5.0,-14.410300925925926,On Time or Early
f31535f21d145b2345e2bf7f09d62322,1.0,49.659421296296294,Late
d86359a45e3f6c6d8b35f7b13e41abf5,5.0,-26.396909722222222,On Time or Early
248ff7b41bfa395f5ee828720889e664,3.0,-14.137638888888889,On Time or Early
2d5cdc856665603f1580e3586bde89a5,5.0,-15.181296296296296,On Time or Early
b06112f703115e6d92f3baf4e2458a5a,5.0,-7.210659722222222,On Time or Early
45ac1d4b219993bf334080eac1585166,5.0,-21.344305555555554,On Time or Early
51fc12a7908ea200b269a6ecfb3e7740,4.0,-24.240266203703705,On Time or Early
c228d309379c3ae545cc6ca2d5aae1b2,5.0,-19.09125,On Time or Early
f419e615bbdeb34741d4bdd661ff8599,5.0,-0.19524305555555554,On Time or Early
c10ff28c81d0b9bd2a265bb0836c8b0c,4.0,-20.227337962962963,On Time or Early
638f79643fd5681c6e6c6ef1f1ab700d,5.0,-13.029560185185185,On Time or Early
a094215e786240fcfefb83d18036a1cd,5.0,-2.4383101851851854,On Time or Early
86e574a0701d15590bf31783bc7de5dc,4.0,-3.2434375,On Time or Early
fb9b2930f4a30f96c7cc98eaaa85e5f0,1.0,3.4499189814814817,Late
02aec12849744e266394182861265286,5.0,-14.12511574074074,On Time or Early
f11b36b3bc7bacf06deef862ed611f02,4.0,-7.140613425925926,On Time or Early
2c3a5e5f5bc3ae78ed5748461e62d47d,5.0,0.6590393518518518,Late
4eeecb9e657525024b9b538730c5f974,5.0,-14.304421296296296,On Time or Early
6f954a919130aa1e8def4ed1b9fca432,5.0,-0.0017592592592592592,On Time or Early
56bd45163229b35ca0ab490c1e3d3233,5.0,-5.150798611111111,On Time or Early
6bb1e842418aac0c9c820afd3bb63a2d,4.0,-17.080127314814813,On Time or Early
28fa410eec232354726af94904c6fa9b,5.0,-9.942083333333333,On Time or Early
f93af565de05d2427790ad8d0368a80e,5.0,-22.236435185185186,On Time or Early
3f3913e8c7fd221ac82a34ffa20b93ee,5.0,-6.2940625,On Time or Early
ed91235fc08276eed0470b26a6dbd4a3,5.0,-6.019583333333333,On Time or Early
7107c5823a581db0314f8f0fa95f61e7,5.0,-11.07431712962963,On Time or Early
3a830ecb5338f0ff69822d388b64822e,4.0,-4.36900462962963,On Time or Early
955ea2e3177592d909296220d7fcdebd,5.0,-14.525972222222222,On Time or Early
6d231a099f98f5a590ad78db56ae82f1,4.0,-10.091238425925926,On Time or Early
4bb6e6f5af26e1f5951d934386615406,5.0,-21.33162037037037,On Time or Early
c4d2f075fc3bf3a06d1e68e113c35cbd,2.0,-11.986886574074074,On Time or Early
52e5445828db681d83dccb33a15ecac4,3.0,-7.4032175925925925,On Time or Early
879195f2460f97ab2f3bf119f2e8638b,5.0,-5.042106481481482,On Time or Early
22ff7c206b68858435452298296c2fcb,5.0,-13.275752314814815,On Time or Early
ebc8d4b1397747291b758772e9d87984,5.0,-10.425127314814814,On Time or Early
9f882c1f904b7dd156572ada58d7a7ae,5.0,-10.265208333333334,On Time or Early
5691d72069359cd293ac9a14f1bd5e9b,5.0,-11.970219907407408,On Time or Early
884cb4ce4a06390d35206de06f785d13,4.0,-7.160104166666667,On Time or Early
8e9e2a5d159d5718b34b926a34a0498f,5.0,-13.077199074074073,On Time or Early
c0aa0e99afe6f6dac845326a854690fd,3.0,-2.3696875,On Time or Early
1d251ab94983c4adb11e4b168abb1439,5.0,-11.41738425925926,On Time or Early
d9cfa4b0f995deb2fa9758d5534e1d13,3.0,-34.09821759259259,On Time or Early
8a49984afb76dae66f3810e1b7093ec4,5.0,-5.297071759259259,On Time or Early
c26b94aa87e95d1c1eb1b592f43eb223,5.0,-8.266018518518518,On Time or Early
06ae7271902bbb087fc093137fee6e81,5.0,-1.1893518518518518,On Time or Early
8373f5d7df6d9249999fd38f8513e6d7,4.0,-7.189791666666666,On Time or Early
4570fa83dbb31a563e06db0a554b951e,5.0,-7.192939814814815,On Time or Early
04040ee654b248cdc512a68ecc83e4cc,4.0,-10.230092592592593,On Time or Early
0b584b729bdfec204ec2aa5d21d6ca56,4.0,-8.980081018518518,On Time or Early
bd2623f3663c5daa3f89e6b527fd49da,5.0,-33.2415162037037,On Time or Early
343076b69aa1f03ee4beb49cf6baee58,4.0,-19.225266203703704,On Time or Early
f04bfdbef5359607d39e66fccc9cc0de,1.0,-11.299409722222222,On Time or Early
d74d2985a4c187334dc59722076a2e5f,4.0,-10.96775462962963,On Time or Early
bd3e89bd89fac4760b244047d795e2fe,5.0,-21.2134375,On Time or Early
fb6ba131bbeb30fd6db9c8900b5c5b92,5.0,-25.054756944444446,On Time or Early
82daed31f80350ce51f518369a8d181c,5.0,-10.301666666666666,On Time or Early
ae17bb94dfb3eaf396cd393eace1de80,3.0,-7.119930555555555,On Time or Early
6379750dac6a8a1e11378e34278ae8df,5.0,-14.092256944444445,On Time or Early
7ac1f3de2cdc809de6aa1e6719451f53,5.0,-22.25167824074074,On Time or Early
aa466a92af916f9f68e56fce7d3a21b1,4.0,-27.04699074074074,On Time or Early
c619ac0f9cdcfcebdfb9490451166da4,3.0,-10.299849537037037,On Time or Early
31ef15cb5a3faa4df17e96b09cd8c1a1,4.0,-10.093854166666667,On Time or Early
dc400373e624e9b0435847a79813c658,5.0,-9.396724537037038,On Time or Early
09d3f9f1be63c067456cc619076685a1,4.0,-14.099363425925926,On Time or Early
e3a83a19707a6f27e4fde8d6b13d43f4,5.0,-9.216041666666667,On Time or Early
7d2286ec219f58023352077d938dee48,5.0,-3.122384259259259,On Time or Early
ec1fc57b72a7bbe5b32f9c606510db76,5.0,-20.13277777777778,On Time or Early
16c24987724018f73b746aacfbb5f8e8,1.0,7.702800925925926,Late
75f433fd5ff62807235cb08b520c3c49,5.0,-9.137534722222222,On Time or Early
bca3dc20a3ec02261c5b17dc270e9e65,5.0,-0.29356481481481483,On Time or Early
bbd64b019b5ea3ed83a114cc665328ff,5.0,-9.996377314814815,On Time or Early
74c951ce0835b2741d3014321ae9c480,5.0,-1.1881481481481482,On Time or Early
4e2160ff7a61b2bf4fbd2e527ea924d3,5.0,-11.281944444444445,On Time or Early
b75b4f6e7c5fe3fa05707992a88d9d38,5.0,-5.074780092592593,On Time or Early
6f841dde94727854eaff3f66432c80ea,4.0,-8.397233796296296,On Time or Early
2b72a32a2c3e93fa260ca7655073886f,5.0,-14.456215277777778,On Time or Early
3d087f98b006ae162b5e3b56e7bfdb4a,5.0,-21.262534722222224,On Time or Early
a7076e7aba13de8b66d95a55811290ed,4.0,-13.14400462962963,On Time or Early
d7f4e2f755cf2f40aa7c39804cfe01c4,5.0,-11.289780092592592,On Time or Early
6f5a2dbe5ccce73a9d053a542baabd1c,1.0,-18.265532407407406,On Time or Early
66f6b3a33b0339acbf55dd71977c4293,5.0,-15.063136574074074,On Time or Early
2f246ee329fce6932458bc7a10625d2a,5.0,-18.648263888888888,On Time or Early
d65c179a817be22977e263fbc1a4fef4,5.0,-16.118229166666666,On Time or Early
2babe10ce6bcb68b1e3bd35e24424466,4.0,-4.980740740740741,On Time or Early
ac64f79a33bfa575fc5a17e7926df3d5,3.0,-7.175185185185185,On Time or Early
727412faf7aef5ef3c7e0f03350d80c7,5.0,-15.622256944444445,On Time or Early
cedd898e1a953e9a8f3d763a364f6717,4.0,-18.260219907407407,On Time or Early
858505c5992f35429d07aae37bad60a8,5.0,-24.04607638888889,On Time or Early
6cb134bb285a64b0425d1fdaa00d4214,5.0,-15.074849537037037,On Time or Early
